DateTime,bid-open,bid-high,bid-low,bid-close,ask-open,ask-high,ask-low,ask-close,Volume
2018-07-25 00:00:00,25212.6,25488.3,25107.8,25439.3,25216.4,25492.1,25110.2,25443.1,185914
2018-07-26 00:00:00,25438.8,25589.8,25415.8,25523.9,25442.6,25593.5,25419.6,25527.7,153430
2018-07-27 00:00:00,25523.4,25590.4,25369.0,25450.9,25527.2,25594.2,25370.6,25456.7,192949
2018-07-29 00:00:00,25438.8,25450.8,25422.3,25437.8,25442.6,25454.6,25426.1,25441.6,633
2018-07-30 00:00:00,25435.3,25495.4,25287.6,25337.5,25439.1,25497.0,25289.2,25341.3,151515
2018-07-31 00:00:00,25338.0,25511.3,25294.2,25378.8,25341.8,25515.1,25296.6,25382.6,151417
2018-08-01 00:00:00,25379.3,25485.5,25276.6,25345.7,25383.1,25487.1,25278.2,25349.5,139910
2018-08-02 00:00:00,25347.2,25364.6,25113.3,25345.1,25351.0,25368.4,25114.9,25348.9,155534
2018-08-03 00:00:00,25345.6,25470.1,25291.3,25451.1,25349.4,25471.7,25293.7,25460.9,114597
2018-08-05 00:00:00,25461.5,25477.5,25448.0,25456.0,25465.3,25481.3,25451.8,25459.8,786
2018-08-06 00:00:00,25455.0,25542.2,25377.1,25497.9,25458.8,25543.8,25378.7,25501.7,96441
2018-08-07 00:00:00,25499.4,25691.8,25496.4,25632.9,25503.2,25693.4,25500.2,25636.7,107794
2018-08-08 00:00:00,25631.4,25662.9,25508.8,25536.3,25635.2,25666.7,25513.1,25540.1,97416
2018-08-09 00:00:00,25536.8,25614.7,25462.3,25478.3,25540.6,25616.3,25466.1,25482.1,97139
2018-08-10 00:00:00,25477.8,25491.8,25220.9,25357.0,25481.6,25495.6,25222.5,25366.8,173379
2018-08-12 00:00:00,25308.8,25314.3,25242.8,25283.8,25312.6,25318.1,25246.6,25287.6,1785
2018-08-13 00:00:00,25283.3,25376.9,25151.4,25245.9,25287.1,25378.5,25153.0,25249.7,165334
2018-08-14 00:00:00,25245.4,25341.1,25200.5,25311.2,25249.2,25343.5,25202.1,25315.0,122202
2018-08-15 00:00:00,25311.7,25323.7,24962.8,25180.4,25315.5,25327.5,24964.4,25184.2,222532
2018-08-16 00:00:00,25179.9,25606.2,25142.4,25579.1,25183.7,25607.8,25146.2,25582.9,169229
2018-08-17 00:00:00,25576.6,25728.3,25501.8,25694.6,25580.4,25729.9,25504.2,25704.4,147514
2018-08-19 00:00:00,25692.7,25706.2,25684.2,25706.2,25696.5,25710.0,25688.0,25710.0,885
2018-08-20 00:00:00,25705.7,25788.3,25659.2,25748.5,25709.5,25789.9,25663.0,25752.3,102052
2018-08-21 00:00:00,25750.0,25887.7,25702.1,25704.1,25753.8,25889.3,25705.9,25707.9,108976
2018-08-22 00:00:00,25704.6,25839.2,25678.1,25742.3,25708.4,25840.8,25681.9,25746.1,117696
2018-08-23 00:00:00,25742.8,25759.9,25605.7,25664.5,25746.6,25761.5,25607.3,25668.3,126668
2018-08-24 00:00:00,25664.0,25826.7,25650.0,25793.6,25667.8,25828.3,25653.8,25803.4,110717
2018-08-26 00:00:00,25807.3,25844.3,25798.8,25836.3,25811.1,25848.1,25802.6,25840.1,1390
2018-08-27 00:00:00,25835.8,26091.2,25835.8,26086.7,25839.6,26095.0,25839.6,26090.5,107273
2018-08-28 00:00:00,26087.2,26148.9,26036.8,26087.3,26091.0,26151.3,26038.4,26091.1,109620
2018-08-29 00:00:00,26086.8,26166.9,26031.9,26138.3,26090.6,26168.5,26033.5,26142.1,104487
2018-08-30 00:00:00,26138.8,26141.3,25934.3,25952.0,26142.6,26145.1,25935.9,25955.8,141729
2018-08-31 00:00:00,25951.5,26028.9,25876.4,26013.2,25955.3,26030.5,25878.0,26023.0,132058
2018-09-02 00:00:00,26002.7,26005.7,25981.2,25984.7,26006.5,26009.5,25985.0,25988.5,751
2018-09-03 00:00:00,25984.2,26059.9,25940.2,26006.2,25988.0,26062.3,25944.0,26010.0,28597
2018-09-04 00:00:00,26006.7,26048.9,25798.8,25961.2,26010.5,26051.3,25800.4,25965.0,151791
2018-09-05 00:00:00,25961.7,26010.9,25824.9,25947.8,25965.5,26012.5,25827.3,25951.6,174189
2018-09-06 00:00:00,25947.3,26072.4,25877.9,25992.4,25951.1,26074.0,25879.5,25996.2,201332
2018-09-07 00:00:00,25991.9,26014.4,25813.8,25922.1,25995.7,26018.2,25815.4,25931.9,204780
2018-09-09 00:00:00,25928.5,25958.5,25927.0,25948.5,25932.3,25962.3,25930.8,25952.3,783
2018-09-10 00:00:00,25949.0,26042.2,25856.8,25891.2,25952.8,26044.6,25858.4,25895.0,144876
2018-09-11 00:00:00,25890.7,26020.4,25748.3,26003.0,25894.5,26022.0,25749.9,26006.8,152848
2018-09-12 00:00:00,26002.5,26147.7,25926.6,25986.9,26006.3,26149.3,25928.2,25990.7,197430
2018-09-13 00:00:00,25986.4,26187.0,25963.9,26150.6,25990.2,26188.6,25967.7,26154.4,162509
2018-09-14 00:00:00,26150.1,26222.3,26066.0,26140.9,26153.9,26224.7,26067.6,26150.7,107928
2018-09-16 00:00:00,26135.9,26135.9,26087.9,26105.1,26139.7,26139.7,26091.7,26108.9,426
2018-09-17 00:00:00,26105.6,26185.3,25955.1,25961.1,26109.4,26186.9,25958.9,25964.9,147261
2018-09-18 00:00:00,25960.6,26319.2,25952.6,26294.6,25964.4,26320.8,25956.4,26298.4,160988
2018-09-19 00:00:00,26295.1,26463.5,26225.8,26438.6,26298.9,26465.1,26228.2,26442.4,162990
2018-09-20 00:00:00,26438.1,26715.0,26417.1,26695.7,26441.9,26724.8,26420.9,26699.5,163272
2018-09-21 00:00:00,26695.2,26781.4,26676.8,26709.5,26699.0,26783.8,26678.4,26719.3,144324
2018-09-23 00:00:00,26660.4,26669.0,26640.5,26648.0,26670.2,26674.8,26644.3,26651.8,0
2018-09-24 00:00:00,26649.0,26704.2,26546.8,26583.3,26652.8,26706.6,26548.4,26587.1,143482
2018-09-25 00:00:00,26583.8,26673.0,26477.1,26506.0,26587.6,26675.4,26478.7,26509.8,136381
2018-09-26 00:00:00,26506.5,26605.0,26348.0,26412.4,26510.3,26606.6,26349.6,26416.2,153418
2018-09-27 00:00:00,26412.9,26560.5,26335.6,26480.3,26416.7,26562.1,26338.0,26484.1,162790
2018-09-28 00:00:00,26480.8,26516.5,26331.0,26485.8,26484.6,26518.1,26333.4,26495.6,176253
