DateTime,Open,High,Low,Close,Volume_BTC,MA50,MA200,MiddleBand,UpperBand,LowerBand,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,bb_bbm,bb_bbh,bb_bbl,bb_bbhi,bb_bbli
2018-07-25,25212.6,25488.3,25107.8,25439.3,185914,25439.3,25439.3,,,,138030.76215505914,185914,0.7424441524310119,0.0,0.0,0.0,-26957.192293413333,25345.13333333333,50.0,1000.0,25439.3,25439.3,25439.3,0.0,0.0,0.0,0.0,25345.13333333333,25725.63333333333,24964.63333333333,3.0025488127898323,0.6237406920718369,0.0,0.0,25107.8,25488.3,25298.05,1.4957172563710481,0.871222076215506,0.0,0.0,0.0,0.0,0.0,25439.3,25439.3,25439.3,25439.3,0.0,0.0,0.0,-14.122022521303364,1.0,4298.304027777791,-144.54103376192515,-144.54103376192515,0.0,25298.05,25298.05,25298.05,25298.05,0.0,0.0,0.0,0.0,0.0,29580.066336805565,29340.562638888947,4.0,4.0,0.0,25113.3,25488.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,87.12220762155059,87.12220762155059,-12.877792378449408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25439.3,-14.454103376192517,0.0,0.0,,,,0.0,0.0
2018-07-26,25438.8,25589.8,25415.8,25523.9,153430,25481.6,25481.6,,,,175241.94606310898,339344,0.5164138634044184,12980178.000000335,23220035.195203025,23220035.195203025,-26361.960588518406,25419.600307848865,100.0,1003.3255632033902,25481.6,25566.200000000004,25396.999999999993,0.6640085394952109,0.75,0.0,0.0,25427.48333333333,25704.73333333333,25150.23333333333,2.1807112907359425,0.6738803727081543,0.0,0.0,25107.8,25589.8,25348.8,1.891560969483863,0.8632780082987597,0.0,0.0,6.748717948717967,1.3497435897435937,5.398974358974374,25481.6,25481.6,25452.315384615384,25445.566666666666,0.1003371488955119,0.015092206006067662,0.08524494288944424,0.0006495240631592552,1.9112400601762305,4256.004027777792,-143.11859233185942,-143.8298130468923,0.71122071503288,25348.8,25348.8,25348.8,25348.8,0.0,0.0,0.0,0.0,66.66666666666814,29580.066336805565,29340.562638888947,8.0,4.0,4.0,25113.3,25488.3,0.0,0.0,100.0,0.0,0.0,0.0,100.0,19.49504057709688,86.32780082987597,86.72500422571328,-13.672199170124028,0.0,0.0,0.026522175894627225,0.005304435178925445,0.02121774071570178,-1.4121015853912484,-0.2824203170782497,-1.1296812683129986,25473.631083841356,0.33255632033901694,0.33200457471291855,0.33255632033901694,,,,0.0,0.0
2018-07-27,25523.4,25590.4,25369.0,25450.9,192949,25471.36666666667,25471.36666666667,,,,125043.83224197236,146395,0.23491541733964633,9113684.428571718,-2650617.520691847,10284708.83725559,-41.60542071036991,25437.90576198948,44.33387625592273,1003.3255632033902,25471.36666666667,25546.261318604502,25396.472014728835,0.5880693636737193,0.3633636305322867,0.0,0.0,25441.68888888889,25700.32222222222,25183.05555555555,2.0331459476834306,0.5178072775701417,0.0,0.0,25107.8,25590.4,25349.1,1.8946765060375066,0.7109407376709503,0.0,0.0,6.1359047410333005,2.306975820001535,3.8289289210317654,25471.36666666667,25471.36666666667,25452.097633136094,25445.96172839506,0.1306613614831394,0.05836578940451502,0.07229557207862437,0.0011445292056694372,2.7857828951535115,4266.237361111122,-143.46271330824248,-143.70744646734235,0.24473315909986582,25349.1,25349.1,25349.1,25349.1,0.0,0.0,0.0,0.0,29.42462600690552,29580.066336805565,29340.562638888947,8.0,4.0,4.0,25113.3,25488.3,0.0,1.0,51.833349043265784,0.0,0.0,0.0,98.1006894757383,24.48769171285002,71.09407376709504,81.51469407284053,-28.905926232904967,0.0,0.0,0.024113471546199278,0.009066242452380212,0.015047229093819066,-0.7814606791903647,-0.3822283895006727,-0.39923228968969193,25463.833838163144,-0.2860064488577341,-0.28641622881959705,0.04559873895901845,,,,0.0,0.0
2018-07-29,25438.8,25450.8,25422.3,25437.8,633,25462.975,25462.975,,,,125099.35855776184,145762,0.2347405804140947,7810544.895918616,-194277251.18484068,-57902611.17010983,-552.1723985965339,25437.9046465488,44.253165545173616,1002.8091349089893,25462.975,25534.05205325912,25391.897946740875,0.5582776816858456,0.32290346289244976,0.0,0.0,25440.50833333333,25641.60833333333,25239.408333333333,1.5809432529027576,0.4932662025526302,0.0,0.0,25107.8,25590.4,25349.1,1.895300922221391,0.683796104434311,0.0,0.0,4.540841347650712,2.7537489255313705,1.7870924221193416,25462.975,25462.975,25449.897997269003,25445.357155921352,0.14610776277462484,0.09129756465900864,0.0548101981156162,0.001411931344519039,3.544385673708203,4274.629027777792,-143.74490371802898,-143.71681078001401,-0.028092938014964375,25349.1,25349.1,25349.1,25349.1,0.0,0.0,0.0,0.0,-4.77393990452269,29580.066336805565,29340.562638888947,8.0,16.0,-8.0,25113.3,25589.8,0.0,0.0,47.41932274219758,0.0,0.0,0.0,96.2385592677354,25.543816034804564,68.3796104434311,75.26716168013404,-31.620389556568895,0.0,0.0,0.01784546123611403,0.010822086209126976,0.007023375026987055,-9.297358064683973,-2.165254324537333,-7.13210374014664,25452.20996387104,-0.05147165719091573,-0.05148490839559372,-0.005896388658488405,,,,0.0,0.0
2018-07-30,25435.3,25495.4,25287.6,25337.5,151515,25437.879999999997,25437.879999999997,,,,46352.390319071885,-5753,0.06772298900719256,4523759.267930259,-6178523.578523565,-44971589.272213265,-597.742042622226,25423.647362105232,30.845476535239314,1002.8091349089893,25437.879999999997,25556.69793803967,25319.062061960325,0.9341811349033199,0.07758903387769045,0.0,0.0,25427.106666666667,25629.54666666667,25224.666666666664,1.5923164412991464,0.2786833959033157,0.0,0.0,25107.8,25590.4,25349.1,1.8971706761727085,0.47596353087442955,0.0,0.0,-4.761739275058062,1.2506512854134841,-6.012390560471546,25437.879999999997,25437.879999999997,25432.605997689156,25437.367736964214,0.15423053420892546,0.11870904703252588,0.03552148717639958,0.0007425730332553063,4.315145305407951,4299.724027777793,-144.5887847508304,-143.89120557417726,-0.6975791766531358,25349.1,25349.1,25349.1,25349.1,0.0,0.0,0.0,0.0,-65.89795282817845,29580.066336805565,29340.562638888947,8.0,20.0,-12.0,25113.3,25590.4,0.0,0.0,27.858220089084938,0.0,0.0,0.0,92.13663025952872,25.229674997530715,47.59635308744295,62.35667909932303,-52.40364691255705,0.0,0.0,-0.01871946548989249,0.004913775869323084,-0.023633241359215573,-8.8330069855253,-3.4988048567349264,-5.334202128790373,25395.558777056962,-0.39429510413636626,-0.3950744966944697,-0.4001682436230558,,,,0.0,0.0
2018-07-31,25338.0,25511.3,25294.2,25378.8,151417,25428.033333333336,25428.033333333336,,,,12944.401834501325,145664,0.015486364710873527,4770868.243940206,1613012.4094388236,-35654668.935882844,-350.6072640327052,25418.415578403667,46.92810522112609,1004.4437088516332,25428.033333333336,25545.0969437718,25310.96972289487,0.9207445098399127,0.28971546687765537,0.0,0.0,25421.716666666664,25626.600000000002,25216.833333333332,1.6118764599558386,0.3952655983079781,0.0,0.0,25107.8,25590.4,25349.1,1.8979053302064341,0.5615416493990857,0.0,0.0,-8.701234187152295,-0.7397258090996718,-7.961508378052623,25428.033333333336,25428.033333333336,25424.328151890822,25433.029386077975,0.18894979446807048,0.1507290767694479,0.038220717698622564,-0.00020992842004655834,5.105932544095184,4309.570694444454,-144.91990311051632,-144.06265516356711,-0.8572479469492009,25349.1,25349.1,25349.1,25349.1,0.0,0.0,0.0,0.0,-35.51894563426305,29580.066336805565,29340.562638888947,8.0,20.0,-12.0,25113.3,25578.288,0.0,0.0,39.01404340938981,0.0,0.0,0.0,88.87989867351193,27.655767040833105,56.154164939908576,57.37670949026088,-43.845835060091424,24.101666666661913,0.0,-0.03421233882549338,-0.0029114470696402087,-0.03130089175585317,-8.377469243860567,-4.474537734160054,-3.9029315097005126,25387.52621870439,0.16299950666007756,0.16286680664485687,-0.23782100922588034,,,,0.0,0.0
2018-08-01,25379.3,25485.5,25276.6,25345.7,139910,25416.27142857143,25416.27142857143,,,,-34406.66087492675,5754,-0.035261108045075006,3427741.209091635,-3240032.8782790247,-30252229.592948873,64.33299880892608,25411.368386611026,38.63440275638539,1003.1336750138242,25416.27142857143,25539.016726498743,25293.526130644113,0.9658796591960536,0.21252899392847907,0.0,0.0,25414.223809523806,25619.680952380953,25208.766666666666,1.616867344814598,0.33324062485514433,0.0,0.0,25107.8,25590.4,25349.1,1.8987836251130548,0.49295482801491997,0.0,0.0,-14.329029526405066,-3.4575865525607505,-10.871442973844315,25416.27142857143,25416.27142857143,25412.231513138388,25426.560542664793,0.2156444073831225,0.18645812803082062,0.029186279352301864,-0.0015649050183810364,5.9123553689721176,4321.332599206362,-145.31542605684774,-144.2416224340358,-1.073803622811937,25349.1,25349.1,25349.1,25349.1,0.0,0.0,0.0,0.0,-60.208265004916136,29580.066336805565,29340.562638888947,8.0,20.0,-12.0,25113.3,25566.66048,0.0,0.0,34.42006372920392,0.0,0.0,0.0,85.38808495967419,28.443301119377317,49.295482801492,51.01533360961451,-50.704517198508,5.110000000000582,0.0,-0.056354572622441416,-0.013600072180200451,-0.04275450044224097,-8.522775391932003,-5.284185265714444,-3.2385901262175585,25367.033842852452,-0.13042381830503658,-0.13050894419137649,-0.3679346522899585,,,,0.0,0.0
2018-08-02,25347.2,25364.6,25113.3,25345.1,155534,25407.375,25407.375,,,,96989.55162009905,-149780,0.08573267935537907,2924732.4077927815,-22959436.521918032,-29210402.01137304,-186.1578668407433,25392.528492421417,32.31022833995905,1003.1336750138242,25407.375,25531.46854334533,25283.28145665467,0.9768308874516203,0.24908041820233523,0.0,0.0,25396.7375,25607.925,25185.55,1.663107318410485,0.37774489493932945,0.0,0.0,25107.8,25590.4,25349.1,1.8994484869058774,0.4917115623704894,0.0,0.0,-18.622840353149513,-6.490637312678503,-12.13220304047101,25407.375,25407.375,25401.903588040175,25420.526428393325,0.22133713457091506,0.24123979665252954,-0.01990266208161448,-0.003132887460291034,6.760717660440346,4330.22902777779,-145.61459032586953,-144.41324342051502,-1.2013469053545123,25349.1,25349.1,25349.1,25349.1,0.0,0.0,0.0,0.0,-143.9916674325282,29580.066336805565,29340.562638888947,8.0,20.0,-12.0,25113.3,25549.2568512,0.0,0.0,34.34112492115541,0.0,0.0,0.0,82.50234856064125,44.232194343330626,49.17115623704894,51.5402679928165,-50.82884376295106,-21.25875000000451,0.0,-0.0732590664697991,-0.025531871038120182,-0.047727195431678915,-7.741313294394564,-5.775610871450469,-1.9657024229440951,25357.630796557438,-0.0023672654533180015,-0.0023672934734264572,-0.3702932077533583,,,,0.0,0.0
2018-08-03,25345.6,25470.1,25291.3,25451.1,114597,25412.233333333334,25412.233333333334,,,,187231.484506005,-35183,0.15027822039026037,4242239.492393813,22116547.553600788,-22794533.31575131,475.59346024049034,25393.59896430877,39.628894183683116,1007.329048855374,25412.233333333334,25532.41441892226,25292.052247744406,0.9458522122987518,0.6617004309630149,0.0,0.0,25397.562962962962,25605.151851851853,25189.974074074074,1.6347150251511486,0.6289496690395844,0.0,0.0,25107.8,25590.4,25349.1,1.899085348657545,0.7113551595524197,0.0,0.0,-13.318870597999194,-7.856283969742642,-5.462586628256552,25412.233333333334,25412.233333333334,25409.472266803226,25422.791137401226,0.27319072521510795,0.24617078452339666,0.02701994069171129,-0.003956337417496452,7.599151286801255,4325.370694444457,-145.45121693072994,-144.5285738105389,-0.9226431201910543,25349.1,25349.1,25349.1,25349.1,0.0,0.0,0.0,0.0,8.583119383828153,29580.066336805565,29340.562638888947,8.0,20.0,-12.0,25113.3,25514.380303104,0.0,0.0,54.28715416722928,0.0,0.0,0.0,80.39200513169122,48.48824748286795,71.13551595524197,56.5340516645943,-28.864484044758036,-31.23777777778014,0.0,-0.052389489910904724,-0.030903394812677093,-0.02148609509822763,-9.1969132447289,-6.459871346106155,-2.7370418986227456,25394.957991680225,0.41822679729019985,0.41735465984977793,0.04638492411348505,,,,0.0,0.0
2018-08-05,25461.5,25477.5,25448.0,25456.0,786,25416.61,25416.61,,,,186871.78959075076,-34397,0.14989495308819048,3636755.4791946975,307948473.28244686,13954689.639604041,479.42668837364243,25393.64114353933,39.67373015826287,1007.5229859480496,25416.61,25533.60885298583,25299.61114701417,0.920648764613621,0.6683349836120602,0.0,0.0,25403.856666666667,25593.636666666665,25214.076666666668,1.4941038480115199,0.6373783679348028,0.0,0.0,25107.8,25590.4,25349.1,1.8987583316579282,0.7215084956485684,189.7900000000005,0.0,-8.620673546553007,-8.009161885104715,-0.6115116614482918,25416.61,25416.61,25416.63037960273,25425.251053149284,0.30216989571297614,0.2485845586212644,0.05358533709171173,-0.004200268374305841,8.33710349042082,4320.99402777779,-145.30404076070033,-144.61335236595835,-0.6906883947419828,25351.85,25349.1,25350.475,25349.1,0.0,0.0,0.0,0.0,71.98746054944799,29580.066336805565,29340.562638888947,8.0,20.0,-12.0,25113.3,25482.293878855682,0.0,0.0,54.968170462135454,0.0,0.0,0.0,78.67259660987008,49.771595756600846,72.15084956485686,64.15250725238259,-27.84915043514315,-24.2400000000016,0.0,-0.033905952505767736,-0.03150390635129522,-0.002402046154472516,-16.971352955908756,-8.562167668066676,-8.40918528784208,25419.189260276027,0.019252605977748694,0.019250752901278645,0.06564646039788347,,,,0.0,0.0
